customerid,PD,EAD,LGD,Expected_Loss
5138,0.0199,3551.74,0.9,63.71
5139,0.0,3930.56,0.9,0.03
5140,0.0,5008.33,0.9,0.07
5141,0.0,5534.83,0.9,0.18
5142,0.0,4403.84,0.9,0.05
5143,0.0,6423.43,0.9,0.18
5144,0.0,2251.79,0.9,0.02
5145,0.0,4131.03,0.9,0.05
5146,0.0,2854.96,0.9,0.05
5147,0.0,5422.01,0.9,0.16
5148,0.0,2817.35,0.9,0.08
5149,0.0,6348.68,0.9,0.22
5150,0.0,4151.43,0.9,0.03
5151,0.0,7733.26,0.9,0.21
5152,0.9001,4432.66,0.9,3590.84
5153,0.0,3184.5,0.9,0.06
5154,0.0,3695.93,0.9,0.04
5155,0.0,3220.64,0.9,0.06
5156,0.0,2147.47,0.9,0.04
5157,0.997,5226.62,0.9,4689.87
5158,0.0,4836.72,0.9,0.07
5159,0.0,3724.48,0.9,0.04
5160,0.0,5209.13,0.9,0.1
5161,1e-04,3301.39,0.9,0.28
5162,0.0,6038.44,0.9,0.15
5163,0.9999,5059.13,0.9,4552.77
5164,1e-04,5880.26,0.9,0.31
5165,0.0,3889.98,0.9,0.04
5166,0.0,4353.47,0.9,0.04
5167,0.0,2994.77,0.9,0.04
5168,0.0,2093.91,0.9,0.03
5169,0.0,3497.35,0.9,0.03
5170,1e-04,4733.81,0.9,0.56
5171,0.0,3292.75,0.9,0.05
5172,0.0002,5441.95,0.9,0.88
5173,0.0,2530.88,0.9,0.05
5174,0.0,4875.55,0.9,0.06
5175,0.9999,3856.0,0.9,3470.14
5176,0.0,6226.26,0.9,0.17
5177,0.0,4524.45,0.9,0.05
5178,0.9344,6527.17,0.9,5489.01
5179,0.0,3778.03,0.9,0.03
5180,1e-04,1930.94,0.9,0.19
5181,1e-04,5848.39,0.9,0.35
5182,1e-04,2459.01,0.9,0.14
5183,0.0,3486.71,0.9,0.11
5184,0.9999,4044.49,0.9,3639.8
5185,0.9998,2598.57,0.9,2338.35
5186,0.0,3226.35,0.9,0.03
5187,0.0,2492.08,0.9,0.06
5188,0.9997,4597.77,0.9,4136.66
5189,0.0,3796.89,0.9,0.03
5190,0.9999,5484.3,0.9,4935.57
5191,1e-04,4176.68,0.9,0.23
5192,0.0,2641.7,0.9,0.06
5193,0.0,3177.79,0.9,0.12
5194,0.0,3194.91,0.9,0.03
5195,0.0,4443.19,0.9,0.04
5196,0.9999,3021.18,0.9,2718.76
5197,0.9999,3624.43,0.9,3261.78
5198,0.0,2783.21,0.9,0.06
5199,0.0,2832.46,0.9,0.02
5200,0.0,1823.74,0.9,0.03
5201,0.9999,8055.21,0.9,7249.32
5202,0.0,2478.23,0.9,0.02
5203,1.0,3442.34,0.9,3097.96
5204,0.0,3459.51,0.9,0.03
5205,0.0,7112.41,0.9,0.17
5206,0.9999,4262.53,0.9,3836.02
5207,0.9999,6039.45,0.9,5434.97
5208,0.0,4783.52,0.9,0.07
5209,0.0,3084.62,0.9,0.06
5210,0.9999,5258.18,0.9,4731.98
5211,1.0,5699.13,0.9,5128.96
5212,1e-04,5161.07,0.9,0.39
5213,0.0,5257.66,0.9,0.09
5214,0.0,4082.6,0.9,0.05
5215,0.9999,6129.38,0.9,5515.82
5216,1e-04,3526.84,0.9,0.3
5217,1.0,5531.38,0.9,4978.01
5218,0.0002,6855.69,0.9,1.26
5219,0.9928,2528.56,0.9,2259.39
5220,0.0,3686.47,0.9,0.11
5221,1e-04,4858.56,0.9,0.25
5222,0.0,3849.79,0.9,0.04
5223,0.0,3399.06,0.9,0.03
5224,0.0,2624.47,0.9,0.04
5225,0.0,4575.45,0.9,0.06
5226,0.0,6260.29,0.9,0.17
5227,0.0,6061.13,0.9,0.13
5228,0.0,3933.1,0.9,0.05
5229,0.0,5175.44,0.9,0.1
5230,0.0,2374.94,0.9,0.02
5231,0.0,5632.64,0.9,0.17
5232,0.0,2898.91,0.9,0.05
5233,0.0,3555.6,0.9,0.03
5234,0.9999,6073.91,0.9,5465.7
5235,0.0,4159.36,0.9,0.04
5236,0.9999,3934.37,0.9,3540.66
5237,0.9998,2721.0,0.9,2448.52
5238,0.0,6177.53,0.9,0.13
5239,0.0,4830.69,0.9,0.06
5240,0.0097,4319.78,0.9,37.66
5241,0.0,1808.14,0.9,0.03
5242,0.0,4260.6,0.9,0.04
5243,1e-04,4165.78,0.9,0.44
5244,0.0,3640.34,0.9,0.15
5245,0.0,3756.44,0.9,0.16
5246,0.0003,5163.39,0.9,1.36
5247,0.0,3689.5,0.9,0.04
5248,0.0,3675.28,0.9,0.05
5249,0.0,5448.02,0.9,0.1
5250,0.0,1381.08,0.9,0.04
5251,0.0,4680.04,0.9,0.06
5252,0.9999,2763.23,0.9,2486.76
5253,0.9999,5531.43,0.9,4977.89
5254,0.0,4255.97,0.9,0.04
5255,0.0007,2726.42,0.9,1.79
5256,0.0,5668.26,0.9,0.2
5257,0.0,2352.79,0.9,0.03
5258,0.0,4582.07,0.9,0.05
5259,0.9999,4299.34,0.9,3869.0
5260,0.0,3156.01,0.9,0.07
5261,0.9998,3757.54,0.9,3381.17
5262,0.9999,3831.63,0.9,3448.26
5263,0.0,4320.01,0.9,0.04
5264,0.0,4774.9,0.9,0.08
5265,0.0,4774.45,0.9,0.06
5266,0.0,5223.11,0.9,0.09
5267,1e-04,5012.88,0.9,0.6
5268,0.0,3725.31,0.9,0.12
5269,0.0,2778.82,0.9,0.03
5270,0.0,4690.35,0.9,0.05
5271,0.0,2160.25,0.9,0.04
5272,0.0015,5468.07,0.9,7.39
5273,0.0,4317.1,0.9,0.05
5274,0.0,3303.62,0.9,0.06
5275,0.0,1726.95,0.9,0.02
5276,0.9996,2904.52,0.9,2613.05
5277,0.0,5834.27,0.9,0.1
5278,0.0,4869.3,0.9,0.09
5279,0.9999,2737.25,0.9,2463.25
5280,0.0,3935.52,0.9,0.04
5281,0.0,4347.89,0.9,0.04
5282,0.0,5851.0,0.9,0.15
5283,0.0,3652.0,0.9,0.07
5284,0.0,3637.3,0.9,0.03
5285,0.0004,4500.7,0.9,1.46
5286,0.0,5233.51,0.9,0.17
5287,0.0,4270.7,0.9,0.04
5288,1e-04,3606.23,0.9,0.27
5289,0.0,8216.54,0.9,0.15
5290,0.9991,3318.22,0.9,2983.69
5291,0.0,6248.86,0.9,0.26
5292,0.0,6946.29,0.9,0.19
5293,0.0,2657.7,0.9,0.03
5294,0.0,4504.71,0.9,0.06
5295,0.999,3871.35,0.9,3480.65
5296,0.9999,4574.82,0.9,4117.13
5297,0.9987,4562.33,0.9,4100.77
5298,0.0,3857.67,0.9,0.05
5299,0.0,1896.73,0.9,0.07
5300,0.0,5959.28,0.9,0.13
5301,0.9998,2856.75,0.9,2570.46
5302,0.0,5833.58,0.9,0.13
5303,0.0,3827.36,0.9,0.05
5304,0.0,4282.03,0.9,0.07
5305,0.0,3197.47,0.9,0.06
5306,0.0,3204.1,0.9,0.08
5307,0.0,4270.49,0.9,0.03
5308,0.0003,4229.22,0.9,0.99
5309,0.0,5151.73,0.9,0.08
5310,0.0,5233.31,0.9,0.09
5311,1e-04,5794.41,0.9,0.28
5312,0.0,4014.85,0.9,0.06
5313,0.0,6423.48,0.9,0.15
5314,0.0,7475.4,0.9,0.16
5315,0.0,4351.54,0.9,0.07
5316,0.9999,5585.41,0.9,5026.49
5317,0.0,2855.98,0.9,0.12
5318,0.9967,4796.82,0.9,4303.06
5319,1e-04,3191.0,0.9,0.33
5320,0.9623,5715.51,0.9,4950.12
5321,0.0,5501.91,0.9,0.11
5322,0.0,4130.08,0.9,0.05
5323,0.0,3963.43,0.9,0.06
5324,0.0,2781.44,0.9,0.09
5325,0.0,5016.23,0.9,0.07
5326,0.0,5052.73,0.9,0.06
5327,0.0004,5516.98,0.9,1.97
5328,1e-04,3219.44,0.9,0.27
5329,1e-04,940.6,0.9,0.05
5330,0.0,2833.88,0.9,0.03
5331,0.0,3648.55,0.9,0.04
5332,0.0,5027.8,0.9,0.05
5333,0.9999,3237.31,0.9,2913.27
5334,0.9999,5473.38,0.9,4925.52
5335,0.0,2412.01,0.9,0.04
5336,0.0,3938.18,0.9,0.12
5337,0.0,3150.7,0.9,0.02
5338,0.0,3973.88,0.9,0.03
5339,0.0,2473.6,0.9,0.02
5340,0.0,3701.6,0.9,0.04
5341,0.0,3724.51,0.9,0.05
5342,0.0,2753.28,0.9,0.06
5343,0.0,3686.66,0.9,0.03
5344,0.0,3411.13,0.9,0.08
5345,0.0,1811.2,0.9,0.04
5346,0.0,5967.36,0.9,0.23
5347,0.0,1112.38,0.9,0.03
5348,0.9999,5696.7,0.9,5126.62
5349,0.0002,4386.84,0.9,0.67
5350,0.9999,3228.14,0.9,2905.09
5351,1e-04,4931.35,0.9,0.35
5352,0.0,2833.59,0.9,0.03
5353,1e-04,5105.52,0.9,0.33
5354,0.9996,3059.25,0.9,2752.3
5355,0.0,3619.84,0.9,0.11
5356,1e-04,2385.73,0.9,0.16
5357,0.9999,4487.91,0.9,4038.86
5358,0.9785,3545.4,0.9,3122.38
5359,1e-04,5874.88,0.9,0.51
5360,0.0806,5312.07,0.9,385.47
5361,0.0,1736.33,0.9,0.03
5362,0.0011,2109.38,0.9,2.14
5363,0.0,4720.86,0.9,0.07
5364,0.9999,4635.57,0.9,4171.43
5365,0.9927,2240.89,0.9,2002.09
5366,0.9993,5249.37,0.9,4721.11
5367,0.0,4997.62,0.9,0.08
5368,0.0,1476.1,0.9,0.03
5369,0.0,2186.6,0.9,0.03
5370,0.0,3672.99,0.9,0.09
5371,0.0,2967.35,0.9,0.04
5372,0.0,3373.1,0.9,0.07
5373,0.0,3590.69,0.9,0.03
5374,0.0,5648.89,0.9,0.14
5375,0.9959,5873.94,0.9,5264.98
5376,0.9999,4913.6,0.9,4421.96
5377,0.9999,4775.1,0.9,4297.34
5378,0.0,3741.38,0.9,0.06
5379,1.0,3556.1,0.9,3200.33
5380,0.0,1784.14,0.9,0.07
5381,0.0,1731.79,0.9,0.07
5382,0.249,4139.15,0.9,927.74
5383,0.0,3177.64,0.9,0.07
5384,1.0,5681.07,0.9,5112.75
5385,0.0,1040.15,0.9,0.03
5386,0.0,2897.61,0.9,0.04
5387,0.9996,1930.87,0.9,1737.06
5388,0.0084,5412.23,0.9,40.99
5389,0.0,4781.33,0.9,0.1
5390,0.0,4105.61,0.9,0.18
5391,1e-04,6856.61,0.9,0.68
5392,0.0,3210.43,0.9,0.06
5393,0.0,6463.78,0.9,0.23
5394,0.0,2511.93,0.9,0.05
5395,0.0,4221.17,0.9,0.05
5396,0.0002,5442.51,0.9,1.07
5397,1e-04,920.46,0.9,0.05
5398,0.0,2644.71,0.9,0.03
5399,0.0,3086.71,0.9,0.05
5400,0.0,3897.15,0.9,0.04
5401,0.0,5683.76,0.9,0.12
5402,1e-04,4326.69,0.9,0.22
5403,0.0,2852.56,0.9,0.04
5404,0.0,3198.7,0.9,0.02
5405,0.0,4481.72,0.9,0.08
5406,0.9991,5132.54,0.9,4615.0
5407,0.0,4169.88,0.9,0.04
5408,0.0,3038.85,0.9,0.12
5409,0.9995,7946.1,0.9,7147.82
5410,0.0,4924.68,0.9,0.08
5411,0.0,5633.22,0.9,0.18
5412,0.0,4916.99,0.9,0.07
5413,0.9998,1992.52,0.9,1792.86
5414,0.0,2391.6,0.9,0.04
5415,0.0,4108.81,0.9,0.04
5416,0.0,4915.09,0.9,0.2
5417,0.9999,5129.11,0.9,4615.95
5418,0.0,3829.84,0.9,0.1
5419,0.9999,3841.37,0.9,3456.96
5420,0.0,2439.05,0.9,0.02
5421,0.9999,4922.62,0.9,4430.05
5422,0.0,4210.57,0.9,0.04
5423,0.0,5842.31,0.9,0.13
5424,0.0,2410.96,0.9,0.05
5425,0.0,2013.74,0.9,0.03
5426,0.0,4085.84,0.9,0.04
5427,0.0,3704.85,0.9,0.08
5428,0.0,4318.17,0.9,0.18
5429,0.0,3036.45,0.9,0.05
5430,0.0,3848.6,0.9,0.09
5431,0.0,1291.86,0.9,0.03
5432,0.0,5085.76,0.9,0.08
5433,0.0,3074.09,0.9,0.04
5434,0.0,6639.02,0.9,0.12
5435,0.0,4336.72,0.9,0.03
5436,0.0,4369.14,0.9,0.05
5437,0.133,3997.48,0.9,478.63
5438,0.0,5187.74,0.9,0.09
5439,0.0,6259.44,0.9,0.18
5440,0.0,1980.21,0.9,0.03
5441,0.0,4695.23,0.9,0.14
5442,0.0,3652.05,0.9,0.06
5443,0.9934,3311.52,0.9,2960.6
5444,1e-04,5848.03,0.9,0.32
5445,1.0,6551.24,0.9,5895.87
5446,0.9824,2778.12,0.9,2456.34
5447,0.0,1444.66,0.9,0.02
5448,0.0401,4604.21,0.9,166.15
5449,1e-04,5845.84,0.9,0.3
5450,0.0,3736.11,0.9,0.03
5451,0.0,3016.34,0.9,0.04
5452,0.9999,2572.78,0.9,2315.29
5453,0.0002,5142.41,0.9,1.02
5454,0.0,4012.51,0.9,0.08
5455,0.0,3431.52,0.9,0.05
5456,0.0,3541.25,0.9,0.05
5457,0.9999,3611.81,0.9,3250.38
5458,0.0152,4205.42,0.9,57.46
5459,0.0,7511.0,0.9,0.24
5460,0.9999,8841.92,0.9,7956.98
5461,0.0,7022.48,0.9,0.16
5462,0.0,5069.66,0.9,0.07
5463,0.0,6593.95,0.9,0.12
5464,0.0,1856.37,0.9,0.02
5465,0.0,4523.55,0.9,0.07
5466,0.0,4584.07,0.9,0.14
5467,0.9892,2973.31,0.9,2647.02
5468,0.0013,3220.15,0.9,3.71
5469,0.0,2764.27,0.9,0.03
5470,0.0332,2728.17,0.9,81.52
5471,0.0,5100.06,0.9,0.1
5472,0.0,4443.59,0.9,0.05
5473,0.0,2089.46,0.9,0.03
5474,0.0,3788.26,0.9,0.14
5475,1e-04,1735.27,0.9,0.14
5476,0.0,3632.33,0.9,0.04
5477,0.0,2319.96,0.9,0.03
5478,0.0,4088.86,0.9,0.1
5479,0.0,4035.82,0.9,0.04
5480,0.0,7223.68,0.9,0.25
5481,0.0,4165.31,0.9,0.18
5482,0.0062,7559.69,0.9,42.25
5483,0.0,4102.82,0.9,0.03
5484,0.0,3488.11,0.9,0.07
5485,1e-04,5519.99,0.9,0.49
5486,1e-04,3820.66,0.9,0.28
5487,0.0,3050.99,0.9,0.13
5488,0.0,6649.15,0.9,0.21
5489,1e-04,4517.23,0.9,0.21
5490,0.9999,5552.34,0.9,4996.68
5491,0.0,2638.43,0.9,0.06
5492,0.0,4197.0,0.9,0.04
5493,0.0,3533.19,0.9,0.03
5494,0.9997,4843.81,0.9,4357.97
5495,0.0,3503.67,0.9,0.06
5496,0.0,5426.49,0.9,0.09
5497,0.002,5821.05,0.9,10.23
5498,0.0,5021.8,0.9,0.16
5499,0.9999,6102.72,0.9,5492.13
5500,0.0,4136.17,0.9,0.03
5501,0.0,3053.07,0.9,0.04
5502,0.0,2734.91,0.9,0.05
5503,0.0,4240.14,0.9,0.05
5504,0.0,4005.45,0.9,0.12
5505,0.0,2665.79,0.9,0.04
5506,0.0,3843.43,0.9,0.07
5507,0.0002,680.82,0.9,0.09
5508,0.0042,4780.71,0.9,18.1
5509,1e-04,5276.46,0.9,0.29
5510,0.0,3003.37,0.9,0.04
5511,0.0,3435.82,0.9,0.05
5512,0.0,2788.54,0.9,0.02
5513,1.0,4243.0,0.9,3818.53
5514,0.0,2849.07,0.9,0.04
5515,0.9986,2964.0,0.9,2663.94
5516,0.0,2337.46,0.9,0.04
5517,0.0,2735.12,0.9,0.03
5518,0.9999,3130.99,0.9,2817.48
5519,0.0,2518.68,0.9,0.03
5520,0.0,4790.01,0.9,0.11
5521,0.9999,5176.92,0.9,4658.85
5522,1e-04,4235.47,0.9,0.39
5523,0.9998,1451.28,0.9,1305.86
5524,0.0008,2669.65,0.9,1.86
5525,0.0,5093.16,0.9,0.06
5526,0.0004,5846.76,0.9,2.24
5527,0.0,3975.14,0.9,0.04
5528,0.0,5679.45,0.9,0.12
5529,0.0,3037.85,0.9,0.04
5530,0.0,6986.68,0.9,0.15
5531,0.0,2817.74,0.9,0.05
5532,0.0,4701.88,0.9,0.05
5533,0.0002,5953.86,0.9,0.95
5534,0.9998,3865.24,0.9,3477.88
5535,0.0,2487.99,0.9,0.03
5536,0.0003,4119.96,0.9,1.1
5537,0.9998,4612.56,0.9,4150.63
5538,0.0,8588.44,0.9,0.17
5539,0.0,4363.93,0.9,0.06
5540,0.0,4120.47,0.9,0.04
5541,0.0,3939.43,0.9,0.05
5542,0.0,3847.37,0.9,0.04
5543,0.0003,7893.13,0.9,2.13
5544,0.0002,6991.15,0.9,1.37
5545,0.0,2772.14,0.9,0.04
5546,0.9991,5070.67,0.9,4559.29
5547,0.0006,1491.58,0.9,0.75
5548,0.0,4443.99,0.9,0.06
5549,0.0,1346.03,0.9,0.05
5550,0.0,4620.01,0.9,0.07
5551,0.9999,6067.67,0.9,5460.47
5552,1.0,4447.86,0.9,4002.9
5553,0.0,4466.22,0.9,0.06
5554,0.0,4846.71,0.9,0.08
5555,0.9999,1611.48,0.9,1450.12
5556,0.0,4385.09,0.9,0.09
5557,1e-04,5581.54,0.9,0.26
5558,0.0005,2864.74,0.9,1.33
5559,1e-04,5204.41,0.9,0.37
5560,0.9999,2617.46,0.9,2355.44
5561,1e-04,5916.91,0.9,0.31
5562,0.0,3601.62,0.9,0.12
5563,0.0,5778.07,0.9,0.26
5564,0.0005,4690.84,0.9,2.02
5565,0.0,4017.71,0.9,0.06
5566,0.995,6240.4,0.9,5588.4
5567,0.0,5209.9,0.9,0.13
5568,0.9999,2762.79,0.9,2486.36
5569,0.0,4120.76,0.9,0.16
5570,0.0,2523.86,0.9,0.06
5571,0.0,5370.48,0.9,0.1
5572,0.9998,7110.39,0.9,6398.09
5573,1e-04,3172.11,0.9,0.28
5574,0.0,3880.86,0.9,0.06
5575,0.0,3289.24,0.9,0.02
5576,0.0,4161.24,0.9,0.05
5577,0.0,2468.34,0.9,0.11
5578,0.0,4583.47,0.9,0.06
5579,0.0,3332.53,0.9,0.02
5580,0.0,4031.58,0.9,0.07
5581,1e-04,8017.83,0.9,0.73
5582,1e-04,3933.94,0.9,0.29
5583,0.0,4383.75,0.9,0.05
5584,0.0,3055.61,0.9,0.03
5585,0.9999,7169.76,0.9,6452.32
5586,0.9996,5743.39,0.9,5166.95
5587,0.0,3940.45,0.9,0.04
5588,0.0,4805.4,0.9,0.1
5589,0.0021,1110.34,0.9,2.08
5590,0.0,3850.04,0.9,0.04
5591,0.9986,7662.45,0.9,6886.46
5592,0.0,4489.08,0.9,0.05
5593,0.9999,3977.11,0.9,3579.07
5594,0.0,3066.22,0.9,0.09
5595,0.0002,8416.16,0.9,1.14
5596,0.0,5585.86,0.9,0.23
5597,0.9999,4908.35,0.9,4417.25
5598,0.9999,2647.72,0.9,2382.74
5599,0.9999,4030.35,0.9,3627.07
5600,0.9998,7358.58,0.9,6621.26
5601,0.9999,1663.76,0.9,1497.16
5602,0.0,3671.39,0.9,0.05
5603,0.9998,5917.16,0.9,5324.48
5604,0.0,3422.32,0.9,0.03
5605,0.0,4962.75,0.9,0.08
5606,0.0,4191.64,0.9,0.04
5607,1e-04,7865.33,0.9,0.46
5608,0.9999,4300.96,0.9,3870.43
5609,0.0,4706.51,0.9,0.07
5610,0.001,4139.88,0.9,3.58
5611,1e-04,5028.29,0.9,0.58
5612,0.0,3771.56,0.9,0.03
5613,0.0,4181.83,0.9,0.04
5614,0.0,2377.63,0.9,0.05
5615,0.0,2009.8,0.9,0.04
5616,0.0,3096.53,0.9,0.05
5617,0.0,5010.47,0.9,0.06
5618,0.0,5866.7,0.9,0.17
5619,0.0,3061.09,0.9,0.05
5620,0.0006,4455.23,0.9,2.32
5621,0.0,4037.4,0.9,0.1
5622,0.9999,2121.83,0.9,1909.39
5623,0.9999,5920.09,0.9,5327.77
5624,0.0,4449.27,0.9,0.07
5625,0.0002,6112.25,0.9,0.98
5626,0.0,2738.57,0.9,0.06
5627,0.0,5256.59,0.9,0.16
5628,1e-04,4128.72,0.9,0.21
5629,0.0,4606.66,0.9,0.09
5630,0.0,3235.84,0.9,0.03
5631,0.0,3422.35,0.9,0.04
5632,0.0,2528.17,0.9,0.02
5633,1e-04,5485.84,0.9,0.31
5634,0.0,4310.66,0.9,0.05
5635,0.0,3585.84,0.9,0.03
5636,0.0,3309.27,0.9,0.09
5637,0.0,2679.86,0.9,0.03
5638,1.0,4671.81,0.9,4204.44
5639,0.0,4978.27,0.9,0.08
5640,0.9999,4468.58,0.9,4021.45
5641,0.0,2308.71,0.9,0.03
5642,0.0,1875.76,0.9,0.06
5643,0.0,3020.33,0.9,0.04
5644,0.0,2949.61,0.9,0.04
5645,0.0,1826.15,0.9,0.03
5646,1e-04,4507.8,0.9,0.2
5647,0.0,3332.58,0.9,0.05
5648,0.0,4402.46,0.9,0.1
5649,1e-04,5579.07,0.9,0.59
5650,0.0,3058.1,0.9,0.09
5651,1e-04,3918.51,0.9,0.25
5652,0.0,5214.34,0.9,0.17
5653,0.9999,5772.3,0.9,5194.62
5654,0.9999,5832.27,0.9,5248.53
5655,0.0007,3925.75,0.9,2.62
5656,0.0,3139.89,0.9,0.05
5657,1e-04,2988.53,0.9,0.14
5658,0.0,4412.3,0.9,0.07
5659,0.9532,4619.55,0.9,3963.1
5660,0.9992,5690.53,0.9,5117.37
5661,0.9717,4508.02,0.9,3942.31
5662,0.0,2221.87,0.9,0.03
5663,0.0,4792.97,0.9,0.07
5664,0.0,4049.44,0.9,0.03
5665,0.0,4099.76,0.9,0.18
5666,0.9998,5072.57,0.9,4564.2
5667,0.0,1712.91,0.9,0.04
5668,0.0,4871.57,0.9,0.15
5669,0.0,3244.89,0.9,0.06
5670,0.0,4240.63,0.9,0.06
5671,0.0,2213.95,0.9,0.03
5672,0.0,1997.6,0.9,0.06
5673,0.0,6965.2,0.9,0.18
5674,0.0,5776.64,0.9,0.12
5675,0.0005,2242.87,0.9,1.02
5676,0.001,4295.14,0.9,3.94
5677,0.0,2950.43,0.9,0.07
5678,0.0,4093.75,0.9,0.1
5679,0.0,4593.19,0.9,0.08
5680,0.0,3030.1,0.9,0.03
5681,0.9993,4664.37,0.9,4194.89
5682,0.0,3502.54,0.9,0.03
5683,0.0,2540.83,0.9,0.03
5684,0.0,4848.56,0.9,0.07
5685,0.0,3592.34,0.9,0.06
5686,0.0,4594.28,0.9,0.07
5687,0.0,6587.39,0.9,0.25
5688,1e-04,2094.23,0.9,0.22
5689,0.0,6152.21,0.9,0.17
5690,0.0,3339.24,0.9,0.04
5691,0.9998,5805.39,0.9,5223.7
5692,0.012,5398.95,0.9,58.21
5693,1e-04,6930.92,0.9,0.81
5694,0.9982,4791.04,0.9,4304.29
5695,0.0,2692.34,0.9,0.03
5696,0.0,2363.27,0.9,0.03
5697,0.0,5721.84,0.9,0.13
5698,0.0,4079.85,0.9,0.06
5699,0.0046,5170.76,0.9,21.58
5700,0.0081,3458.88,0.9,25.35
5701,1e-04,1421.03,0.9,0.11
5702,0.0,5117.12,0.9,0.1
5703,1e-04,6852.89,0.9,0.39
5704,0.9999,5390.49,0.9,4850.95
5705,0.0,1964.56,0.9,0.02
5706,0.0,3843.59,0.9,0.07
5707,0.0,2726.64,0.9,0.12
5708,1e-04,3341.18,0.9,0.23
5709,0.0,5632.12,0.9,0.13
5710,0.0,7489.09,0.9,0.2
5711,0.0,2587.03,0.9,0.04
5712,0.0,3589.95,0.9,0.03
5713,0.0,2712.14,0.9,0.03
5714,0.0,3306.92,0.9,0.04
5715,0.0,5103.67,0.9,0.15
5716,0.0,4116.73,0.9,0.04
5717,0.0,4123.54,0.9,0.05
5718,0.0,2244.19,0.9,0.04
5719,0.0,4286.08,0.9,0.04
5720,0.0,5890.87,0.9,0.17
5721,0.0,4180.61,0.9,0.06
5722,0.0,5832.43,0.9,0.17
5723,0.0,4392.55,0.9,0.07
5724,0.0,2306.12,0.9,0.03
5725,0.9999,5332.36,0.9,4798.47
5726,1e-04,7619.84,0.9,0.49
5727,0.0008,2775.91,0.9,1.94
5728,0.9998,2340.06,0.9,2105.67
5729,0.9999,4388.62,0.9,3949.46
5730,0.0,3261.14,0.9,0.05
5731,0.0003,2386.91,0.9,0.55
5732,0.0,3956.15,0.9,0.07
5733,0.0,5418.17,0.9,0.13
5734,1e-04,5156.22,0.9,0.27
5735,0.0,5665.98,0.9,0.1
5736,0.0,2428.2,0.9,0.02
5737,0.0,4979.96,0.9,0.07
5738,0.0,4619.17,0.9,0.06
5739,0.0005,4740.62,0.9,2.04
5740,0.0002,9653.72,0.9,1.46
5741,0.0002,2708.9,0.9,0.47
5742,1e-04,5420.53,0.9,0.26
5743,0.9999,2307.96,0.9,2076.87
5744,0.0,5275.23,0.9,0.1
5745,0.0,3792.07,0.9,0.04
5746,0.0,3475.05,0.9,0.14
5747,1e-04,5090.71,0.9,0.61
5748,0.0003,4418.99,0.9,1.15
5749,0.9998,7920.65,0.9,7127.49
5750,0.0324,3923.93,0.9,114.32
5751,0.0,3975.39,0.9,0.03
5752,0.0,3251.54,0.9,0.03
5753,0.9775,3018.55,0.9,2655.69
5754,0.0,3879.93,0.9,0.03
5755,0.0,3023.1,0.9,0.03
5756,0.0,5910.11,0.9,0.17
5757,0.0,2764.08,0.9,0.05
5758,0.0,4691.11,0.9,0.16
5759,0.9998,2986.73,0.9,2687.65
5760,0.0,3512.36,0.9,0.07
5761,0.0,3096.57,0.9,0.04
5762,0.0,3574.89,0.9,0.08
5763,1e-04,6065.62,0.9,0.46
5764,0.0,3432.14,0.9,0.04
5765,0.001,6328.63,0.9,5.59
5766,0.9999,4682.56,0.9,4214.07
5767,1.0,6870.02,0.9,6182.72
5768,0.0,3347.18,0.9,0.08
5769,0.9999,2353.69,0.9,2118.06
5770,0.0,2354.9,0.9,0.05
5771,0.0,3674.55,0.9,0.06
5772,0.0,2774.87,0.9,0.02
5773,0.9998,5143.6,0.9,4628.42
5774,0.0002,3154.26,0.9,0.59
5775,0.0,3795.42,0.9,0.07
5776,0.0,4361.06,0.9,0.05
5777,0.0007,3137.85,0.9,1.92
5778,0.0,5045.78,0.9,0.1
5779,0.0024,7035.92,0.9,15.25
5780,0.0,4760.77,0.9,0.07
5781,0.9998,2095.79,0.9,1885.91
5782,0.0,5111.97,0.9,0.06
5783,1.0,6068.52,0.9,5461.43
5784,0.9999,4395.23,0.9,3955.17
5785,0.0244,3300.85,0.9,72.6
5786,0.0,6271.29,0.9,0.16
5787,0.9999,3712.93,0.9,3341.44
5788,1e-04,3112.3,0.9,0.15
5789,0.0,4086.92,0.9,0.17
5790,1e-04,3422.29,0.9,0.28
5791,0.0,5569.98,0.9,0.1
5792,0.0,5336.4,0.9,0.08
5793,0.0,2970.58,0.9,0.04
5794,0.9999,3865.49,0.9,3478.57
5795,0.0,2410.28,0.9,0.08
5796,0.9999,3386.37,0.9,3047.48
5797,0.0,3174.47,0.9,0.07
5798,1e-04,2670.76,0.9,0.16
5799,0.0,3456.82,0.9,0.03
5800,0.0,4504.75,0.9,0.05
5801,0.0,5383.45,0.9,0.1
5802,0.0,4452.41,0.9,0.05
5803,0.0,3875.97,0.9,0.13
5804,0.9999,5655.32,0.9,5089.43
5805,0.9999,2339.86,0.9,2105.61
5806,0.0,3133.91,0.9,0.07
5807,0.0,3300.68,0.9,0.03
5808,0.9999,4432.47,0.9,3988.84
5809,0.0,3676.97,0.9,0.04
5810,1e-04,4639.27,0.9,0.22
5811,0.9999,7515.13,0.9,6763.15
5812,0.9999,4436.27,0.9,3992.08
5813,1e-04,6232.28,0.9,0.61
5814,0.0,3183.88,0.9,0.03
5815,0.0,2693.63,0.9,0.04
5816,0.0,2506.08,0.9,0.02
5817,0.0,4569.78,0.9,0.05
